0 (猜一四字成語),身無分文,一元復始,一無所有,3
順心如意。（猜一飲料）,爽健美茶,百事可樂,台灣啤酒,2
雙木不成林(猜一字),相,森,晶,1
日在安定中 (猜一字),宴,晏,蛋,1
如箭在弦(猜一字),引,射,弩,1
紫花小小朵，幸運多多多。（猜一植物）,牽牛花,紫花酢漿草,紫嬌花,2
自雍及絳命之曰汎舟之役 (猜一古代美人名),楊貴妃,貂蟬,西施,3
祖舖(猜一台灣地名),新竹,楓港,阿公店,3
左邊六十，右邊七十。(猜一字),恥,歸,胡,1
嘴兒闊，眼珠凸，尾巴大小與身同，碧綠水草襯著它，真像一朵大紅花。(猜一魚名),金魚,獅子魚,燈龍魚,1
最高指揮官(猜一動物),蟋蟀,蚱蜢,老鷹,1
慈悲為懷(猜一魚名),鱔魚,翻車魚,吳郭魚,1
此蟲真稀奇，講話用肚皮。(猜一昆蟲名),蟬,麻雀,蟾蜍,1
蔡公去祭忠臣廟，此去金科脫了斗。曾子回家日落西，馬到長安留四蹄。（猜一字）,蘇,俗,花,1
草帽飛上天(猜一字),干,旱,早,3
凔桑(猜一水滸傳人名),宋江,林沖,魯智深,2
藏在高枝縱聲響，也應回首顧螳螂。(猜一昆蟲名),蟬,麻雀,金龜子,1
錯了一半，用心彌補(猜一字),腊,昔,惜,3
寸陰是競(猜一國名),阿根廷,比利時,義大利,2
司夜報曉更(猜一家禽名),雞,鴨,豬,1
撕掉兩邊(猜一字),折,斯,其,3
四海無閑田(猜一字),颐,種,移,3
四結(猜一台灣地名),信義,鹿港,雙連,3
三天。（猜一字）,品,晶,日,2
三根雞毛飄飄飄，小孩和我開玩笑，把我踢來把我拋，弄得我昏頭昏腦。(猜一運動器材),羽毛球,毽子,箭,2
三十六天罡，七十二地煞。(猜一字),韭,俳,菲,1
三人兩口牽著一匹馬(猜一字),篤,騎,驗,3
三人共用一把傘，兩人空手一人遮。(猜一字),徐,傘,宮,1
所仰望而終身也(猜一字),食,飸,飯,1
雖說它是馬，不在路上跑，若是要看它，只有海中查。（猜一動物）,斑馬,海馬,河馬,2
兒子生長(猜一水滸傳人名),孫立,王英,石秀,1
二個細嬌娘，身材一樣長，慣和人親嘴，滋味它先嚐。(猜一用具),吸管,湯匙,筷子,3
二十一日來了一人，他要東風火燒曹兵。(猜一字),借,船　,惜,1
二十一人赴墟，青草蓬下七人居，南山有犬不曉吠，單人獨弓射雙矢。(猜一成語),借花獻佛,三心二意,一箭雙鵰,1
二十一人小一點(猜一字),恭,維,玉,1
二人同日去看花，百友相逢共一家，禾火二人相對坐，夕陽橋下一對瓜。(猜四個字),菊蘭梅竹,愛恨情仇,春夏秋冬,3
二月小 (猜一唐朝大臣名),趙匡胤,杜如晦,朱溫,2
一百個耳朵。（猜一字）,聽　,陌,郵,2
一大一小，一跑一跳(猜一字),騎,騏,騷,3
一斗米 (猜一字),料,桶,粒,1
一朵芙蓉頂上栽，滿身雲錦不須裁，雖然不是英雄將，喚得千戶萬門開。(猜一家禽名),羊,狗,公雞,3
一粒小紅棗，身罩玻璃襖，體積雖不大，屋子裝不了。(猜一用具),冰箱,電燈,玻璃櫃,2
一路上有雨(猜一字),傘,霄,露,3
一路順風。（猜中國東北港口城市名）,哈爾濱,旅順,金石灘,2
一個大怪物，頭上噴水柱，說它是魚會吃奶，說它是獸水裡住。( 猜一動物),鯨魚,殺人鯨,海豚,1
一個人去參加比賽，但不能得第一名回來(猜一位現代電影導演),戴立忍,鈕承澤,魏德聖,3
一個在白天，一個在晚上，白天熱來，晚上涼。（猜一字）,昌,明,朋,2
一根木棍吊個方箱，一把梯子搭在中央。(猜一字),面,韭,且,1
一共五句話(猜一成語),七嘴八舌,一語道盡,三言兩語,3
一口咬定(猜一字),交,洨,效,1
一家有七口，種田種一畝，自己吃不夠，還養一條狗 (猜一字),獸,哭,刻,1
一家有三口。（猜一字）,區,闆,品,2
一件衣服穿180年？ (猜一動物),袋鼠,食蟻獸,穿山甲,3
一曲高歌夕陽下 (猜一字),曹,嘈,槽,1
一去不回頭。（猜一字）,跑,丟,美,2
一宅分為兩院，五男一女成家，一時打得亂如麻，打到清明才停罷。(猜一用具),麻將,算盤,五子棋,2
一張大傘，飄在空中，落到地上，跳出英雄。(猜一物名),飛行傘,降落傘,滑翔翼,2
一蟲千萬萬尾 (猜一字),禹,偶,寓,1
一時半刻(猜一字),童,孩,兒,2
一生造化惟安命(猜一禽鳥名),信天翁,白鷺鷥,九官鳥,1
一人在內(猜一字),肉,內,瘸,1
一字沒手又沒腳，牙齒長在耳朵旁，一看就知不正派，最好趕快改過來。（猜一字）,惡,邪,壞,2
一字十三點，四書任你揀，顏回問孔子，孔子翻白眼 (猜一字),汁,沐,漁,1
一座長橋樑，高掛在天空，七彩耀人眼，無人能走到。(猜一自然物),太陽,彩虹,雲海,2
一寸矮人(猜一字),射,矮,兒,1
一一如一，一二如二，二二如四，四下五除一。(猜一動物),青蛙,蝌蚪,蟾蜍,1
已經不是小孩子了(猜一韓劇名),個人取向,宮 野蠻王妃　,大長今,3
夜行(猜一字),出,絀,黜,3
咬文嚼字非書呆 (猜一動物名),蠹蟲,白蟻　,蛔蟲,1
要玩它才買它，買了它卻打它。(猜一樂器),吉他,鼓,琵琶,2
郵差(猜一世界科學家人名),達爾文,愛因斯坦,愛迪生,1
游泳比賽 (猜一成語),穿金戴銀,日爭上游,虛華不實,2
有它可看千里外(猜一物名),老花眼鏡,望遠鏡,透視鏡,2
有家歸不得(猜一台灣地名),石門,金山,望鄉,3
有耳能聽到，有口能請教，有手能摸索，有心就煩惱(猜一字),洞,窗,門,3
羊大(猜一台灣地名),羅東,秀峰,和美,3
陽光的故鄉。（猜一國家名）,夏威夷,日本,英國,2
養犬風氣盛(猜一食品),熱狗,大亨堡,糯米腸,1
英雄美人 (猜一字),娥,俄,我,1
無頭無尾(猜一字),兔,熊,魚,3
無嘴會說話，沒手會搖鈴，相隔數千里，口音還很清。(猜一物品),喇叭,電話,無線電　,2
無惻隱之心(猜一字),萴,責,則,3
無欲速(猜一春秋人名),徐達,齊桓公,管仲,1
武大郎盛情宴請好友(猜一成語),座無虛席,門去樓空,高朋滿座,3
武松技諸葛計(猜一成語),自不量力,從長計議,精打細算,3
挖左邊，補右邊。（猜一字）,補,捕,埔,2
我騙你，你騙我。（猜一四字成語）,自欺欺人,爾虞我詐,針鋒相對,2
我的故鄉(猜一字),冶,埜,野,3
臥倒 (猜一成語),甘拜下風,五體投地,匍匐前進,2
外表如白雪，肚裡一團黑，從來不偷竊，硬說他是賊。（猜一動物名）,章魚,烏賊,螃蟹,2
彎彎牆頭，大大門樓鎖，娘子出動，傘子遮頂。(猜一昆蟲名),蝦,螃蟹,田螺,3
晚有兒媳(猜一外國民俗人物),青蜂俠,聖誕老人,木乃伊,2
文王既沒(猜一唐朝人名),隆基,武承嗣,紅拂,2
王大姐頭上插朵花(猜一字),玉,羊,美,3
忘不了脫牙之事(猜一四字成語),沒齒難忘,脣紅齒白,張牙五爪,1
雨後又見月當頭(猜一字),雲,霸,霄,3
與人齊行，相委而去。(猜一字),俳,排,信,1
欲嶺上孤廟話無言聽流水(猜一字),活,恬,汜,1
御林軍(猜一昆蟲名),蛾,老鼠,壁虎,3
遠看像座橋，近看像排房，頭上冒黑煙，腳下雷聲響(猜一交通工具),蒸汽火車,航空母艦,轟炸機,1
願入荒林探險(猜一美國人名),甘迺迪,林肯,布希,2
用汝作鹽梅(猜一古人名),房玄齡,易和,魏徵,2
一針見血(猜一字),卻,閔,皿,3
八口之家(猜一字),指,器,只,3
把眼前的樹放在心上(猜一字),相,湘,想,3
白了少年頭(猜一成語),勤奮不懈,未老先衰,少年得志,2
白公雞(猜一字),息,習,惜,2
標準國語(猜一字),評,坪,萍,1
不打不相識(猜二字稱謂),戰友,仇人,鄰居,1
不上不下，不歪不正(猜一字),倒,斜,卡,3
盼望十二月(猜一國名),義大利,俄羅斯,希臘,3
飄飄何所似(猜一運動器材),迴力鏢,飛盤,遙控飛機　,2
平均地權(猜一字),座,坐,祚,2
馬路何所似(猜一人體部位名),虎口,喉結,脊椎,1
賣身契(猜一字),盛,勝,契,2
朦朧山岳(猜一台灣地名),梨山,巨峰,霧峰,3
明月半邊天(猜一字),有,友,悔,1
非其罪也(猜一字),誤,冏,四,3
風吹皮皺，落雨生瘡，可以生食，可以燒湯(猜一字),火,風,水,3
大口小口(猜一字),日,月,回,3
大一大二大三(猜一軍職稱謂),班長,連長,士官長,2
呆頭呆腦(猜一國名),立陶宛,土耳其,西班牙,2
點點是黃金(猜一字),荃,奎,全,3
她與我(猜一字),情,倆,恨,2
台灣最硬的門(猜一台灣地名),關山,龍洞,石門,3
頭在海裏游泳，尾在天上發光(猜一字）,魯,擄,滷,1
探望杜鵑窩(猜一生物科人體名詞),腦神經,脊髓,視神經,3
同胞兄弟(猜一字),拙,捉,棹,2
你知我知 (猜一通俗語),他知,天知地知,天曉得,3
你朝我直瞪眼，我戮你一指頭，痛得你吱吱叫，主人立刻趕到(猜一用品名),門鈴,手機,喇叭,1
老豬在前面開路(猜一成語),一路順暢,引以為戒,耐人尋味,2
兩口不分開(猜一字),日,親,月,1
兩山相對又相連，中有危峰插碧天(猜一字),由,山,曲,1
兩扇黑大門，中間一個小白人(猜一食品),花生　,菱角,瓜子,3
兩次遭遇奪冠軍(猜一娛樂工具),雲霄飛車,小火車,碰碰車,3
露馬腳(猜一字),風,水,火,3
鑼鍋判案(猜一外國電影名),明天過後,斷背山　,不可能的任務,2
龍井(猜一台灣地名),王田,北斗,關廟,1
呂(猜一台灣地名),下營,林內,楠梓,1
穀物大豐收(猜一字),科,歲,移,3
關公兵敗走麥城(猜一字),慧,翠,斐,2
弓箭帶弦(猜一字),彈,引,張,2
看看確實無人聽，聽聽卻是有人，來去遵守時間，遠近長短分明(猜一物名),紅綠燈,無線電,收音機,3
後(猜一好男人口頭禪),男士搶先,禮讓老弱婦孺,女士優先,3
雞告狀(猜一字),庫,酷,挎,2
家中信(猜一字),饗,響,餉,2
久旱恰逢及時雨(猜一河名),黑龍江,黃河,長江,3
進入網路世界要小心(猜一人體器官),甲狀腺,攝護腺,腎上腺,3
君子出仕(猜一字),管,劉,琯,1
七月秋先至(猜一水果名),蓮霧,西瓜,芭樂,2
氣球升空(猜一成語),飄飄欲仙,不翼而飛,一鳴驚人,2
千山鳥飛絕(猜一成語),一鳴驚人,鴉雀無聲,鑼鼓喧天,2
窮漢不肯賣舖(猜一三國人名),張飛,關羽,劉備,3
下筆千萬言(猜一字),夠,購,垢,1
小(猜一台灣地名),景尾,水上,平鎮,1
先天不足(猜一字),豬,朱,諸,2
先兆豐年(猜一字),奓,移,怡,2
序跋之間(猜一字),政,鄭,證,1
胸前玉墜(猜一交通號誌),路面高突,當心落石,右側斷崖,2
掙多少、花多少(猜一成語),入不敷出,量入為出,本末倒置,2
竹門關日(猜一字),間,簡,築,2
中人(猜一字),偅,尖,仲,3
中午停業(猜一中國大陸安徽省地名),正陽關,合肥,淮南,1
長安，不是永和(猜一台灣地名),永康,暖暖,福隆,1
常常是陳貨(猜一成語),汰舊換新,屢見不鮮,難得一見,2
垂釣坐了一整天(猜一數學名詞),乘號,函數,等於,3
傳教士(猜一字),注,註,駐,2
春和秋都不熱(猜一字),秦,魏,元,1
春秋更迭(猜一食材),芋圓,白木耳,花生,2
窗前一葉落(猜一犬種名),臘腸,秋田,科基,2
施以炮烙之刑(猜一菜餚名),紅燒肉,鹹豬肉,烤乳豬,1
十拿九穩(猜一成語),事業有成,一事無成,一夕致富,2
十五天(猜一字),胖,肥,朋,1
示(猜一台灣地名),社邊,新化,西螺,1
是非題只會答是(猜一生物科儀器名詞),冷光儀,光譜,光圈,3
視馬如神(猜一字),驚,騏,麒,1
射(猜一字),拙,擇,濯,1
生在高州，流落名州，鹽運司打死，布政司出頭(猜一食物),皮蛋,泡菜,豆腐,3
雙月合一(猜一字),明,朋,用,3
人與鬼合作(猜一字),傀,蒐,魁,1
仁智之樂(猜一字),扇,善,汕,3
昨日不可留(猜一字),詐,炸,乍,3
左邊是綠，右邊是紅，右邊怕水，左邊怕蟲(猜一字),秋,邱,坵,1
左打右和(猜一字),扣,採,叩,1
左一片，右一片，到老看不見。(猜一人體部位),肺,鼻子,耳朵,3
最細的針(猜一成語),無法無天,無孔不入,身無長物,2
此字雖大只半邊，小口居然在下邊(猜一字),囿,佑,右,3
曹操罷了(猜一人名),愛迪生,拿破崙,孟德爾,3
殘月孤燈(猜一字),煮,炙,焚,2
四張嘴的狗(猜一字),獸,哭,器,3
四川小姐(猜一交通設施),斑馬線,天橋,地下道,3
四四方方，又白又光，姑娘請它，清潔衣裳(猜一物名),毛巾,刷子　,肥皂,3
二點水 (猜一字),永,水,冰,3
二君子(猜一字),築,竺,筑,2
一斗穀(猜一字),麥,科,荷,2
一肚子氣，氣得他團團轉。(猜一器物),打火機,熱氣球,走馬燈,3
一牛兩尾(猜一字),施,師,失　,3
一見人就笑(猜一字),筑,築,竺,3
一橋飛架南北(猜一字),工,公,供,1
一千人(猜一字),何,萬,禾,3
一隻怪物三隻眼，一天到晚在外邊，過馬路要轉彎，都得看他一眼(猜一交通設施名),紅綠燈,公車站,斑馬線,1
一十二點正當中，吾家有女初長成，口邊說出女兒願，佳音之下吐心聲(猜四字),歲歲平安,恭喜發財,平安如意,3
一索二索三索四索六索七索八索九索(猜一成語),無所不在,七下八上,無影無蹤,1
一又七分之一(猜一字),片,遍,半,1
一陰一陽，一短一長，一晝一夜，合為一雙(猜一字),明,朋,品,1
有城無牆沒房子，有山無名也沒泥，有路不見車往來，有河無水也沒魚。(猜一物名),畫,書,地圖,3
幼而無父(猜一食品),花生,牛肉乾,瓜子,3
因小失大(猜一字),口,悔,困,1
五顏六色漆屋頂(猜一日本藝人名),北川景子,上戶彩,蒼井優,2
為何用秤(猜一成語),半斤八兩,不知輕重,一語成讖,2
為情傷風(猜一病名),破傷風,愛滋病,心臟病,2
欲射苦無箭(猜一字),彈,擅,討,1
用兵日久(猜一職業),司機,工程師,老師,3