0 (猜一四字成语),身无分文,一元复始,一无所有,3
0＋0＝1(猜一四字成语),无法无天,自欺欺人,无中生有,3
1X1=1(猜一四字成语),自欺欺人,一石二鸟,一成不变,3
2、4、6、8、10 (猜一四字成语),成双成对,无奇不有,无独有偶,3
5，10 (猜一四字成语),缺一不可,成双成对,一五一十,3
I am bad luck. I am black. I have four legs and a tail. Who am I?（猜与万圣节有关的动物）,Crow乌鸦,Black cat黑猫,Bat蝙蝠,2
What has four legs but doesn't move? （猜一家具）,A chair 椅子,A table 桌子,baby 婴儿,2
What kind of apple isn't an apple?（猜一水果）,A green apple,A pineapple,Fuji apple,2
八两肉 (猜一字),胖,肥,霸,1
八哥(猜一字),兑,税,兑,3
白胡子，白眉毛，穿红衣，戴红帽，北风来，他也到，背着礼物一大包，小孩见了瞇瞇笑。(猜一外国民俗人物),吸血鬼,小精灵,圣诞老人,3
白色蝴蝶溪边飞。（猜一植物）,玫瑰花,野姜花,野苋菜,2
百年前的月亮(猜一字),胡,胖,膏,1
百花开遍(猜一商代人名),商汤,叔齐,纣王,2
北地(猜一字),升,盟,塑,3
北极耕田（猜一外国地名）,雪梨,纽约,洛杉矶,1
半个朋友不见了。（猜一字）,日,月,胖,2
半真半假 (猜一字),值,直,植,1
奔走住月城(猜一动物名),蟾蜍,兔子,蝌蚪,1
傍晚减去早晨＝1(猜一四字成语),夜幕低垂,昏天暗地,朝三暮四,3
婢学夫人(猜一三国人名),糜竺,法正,许褚,2
不要动(猜本省大学),静宜大学,中正大学,政治大学,1
布帛长短同，衣前后，左右手，空空如也。(猜一衣着名),长袖,背心,外套,2
怕火(猜一字),煮,烫,煨,3
翩翩雄与雌(猜一鸟名),麻雀,海鸥,比翼鸟,3
瀑布(猜一字),淋,沐,泣,3
马鸣声萧萧(卷帘格，猜一动物名),响尾蛇,大蟒蛇,龟壳花,1
马的嘴空(猜一字),嘛,妈,吗,3
没有一点良心(猜一字),恨,惜,忻,1
梅雪争妍 (猜一字),皆,偕,阶,1
美好的开端 (猜一字),义,美,姜,3
某家有对姊妹花，容貌长得一模样，不在闺中做针线，却在厅堂乘风凉。(猜一物品名),壁画,对联,春联,2
满身是箭一将军，走起路来满滚。(猜一兽名),响尾蛇,穿山甲,刺猬,3
满座重闻皆掩泣 (猜一武器名),闪光弹,催泪弹,未爆弹,2
庙在山边(猜一字),肆,嗣,峙,3
面君(猜一字),归,见,规,3
民航机开张(猜一成语),自给自足,事事顺利,有机可乘,3
民性野蛮而行动怪异(猜一国名),立陶宛,阿根廷,土耳其,3
鸣金收兵罢战场(猜一鱼名),金钟,鲤鱼,白鲳鱼,1
发福夫妻(猜一大陆地名),北京,西安,合肥,3
梵王宫殿日轮台 (猜一字),时,区,间,1
分分秒秒，目不转睛。（猜一字）,盯,盼,瞪,2
焚林(猜一字),杰,焚,樵,2
防台中心失职(猜一成语),耐人寻味,一知半解,不解风情,3
凤鸣岐山(猜一红楼梦人名),贾宝玉,周瑞,探春,2
夫妻一世纪(猜一花名),玫瑰,向日葵,百合,3
斧斩直树(猜一字),锌,忻,新,3
大补丸(猜一台湾地名),知本,东港,丹大,3
大人背小孩。（猜一字）,辈,尖,章,2
大无人在(猜一字),土,太,一,3
大王头上长两只角(猜一字),美,姜,义,1
得人者昌(猜一字),倡,伧,昌,1
戴红帽，穿白衣，陆上走，水上飘。(猜一家禽名),鹅,鸭,鸡,1
道人偏要练黄金(猜一国名),俄罗斯,冰岛,不丹,3
豆种在山脚下(猜一字),痘,岂,荳,2
诞辰(猜一字),普,庆,星,3
地上小青龙，眼睛一点红，嘴里吐烟雾，为你除蚊虫。(猜一物名),香烟,蚊香,烟火,2
杜绝去路(猜一鱼名),虱目,土虱,娃娃鱼,1
渡河沙无声(猜一兽名),狗,狼,狐,3
多开口则易惹是非(猜一字),匪,区,啡,1
对我燕子连排(猜一家禽名),鹅,猪,牛,1
洞里会郎君(猜一字),规,觅,窥,3
太阳系(猜一国名),美国,日本,地中海,2
太阳照庙宇 (猜一字),时,峙,寺,1
头戴两根雄鸡毛，身穿一件绿衣袍，手拿两把锯齿刀，小虫见了拼命逃。(猜一昆虫名),螳螂,麻雀,甲虫,1
头戴钢帽，身穿钢袍，不怕风和雨，整天嬉嬉笑。(猜一物名),保险箱,钥匙孔,邮筒,3
头戴双尖帽，身穿黑衣袍，身强力又壮，真是农家宝(猜一动物),羊,鹿,牛,3
头长腹大脑子小，扛着两把大镰刀，摇摇幌幌摆架子，捕捉害虫本领高。(猜一昆虫名),螳螂,蚱蜢,变色龙,1
弹簧(猜一成语),威力无穷,无远弗界,能屈能伸,3
唐寅(猜一三国人名),曹操,李虎,夏侯惇,2
跳进泳池，浮上水面，变成胖子。(猜一食品),花枝丸,油条,炸热狗,2
天堂尿壶(猜一成语),金鸡独立,不偏不倚,全神贯注,3
天上一座七色桥，桥上没车没人跑，仙女过桥摘花去，过一会儿不见了。(猜一自然物),雨,风,彩虹,3
天运无功理不穷，有功无运也难逢，因何镇日纷纷乱，只为阴阳理不通。(猜一用具),算盘,毛笔,指南针,1
听得到，看不到，遇得到，捉不到，常常碰着它，从来没见它。(猜一自然物),雪,风,雾,2
停战(猜一字),休,摀,武,3
南渡而后，天堑未失。 (猜一水浒传人名),鲁达,宋江,武松,2
鸟的嘴空(猜一字),喔,唔,呜,3
年纪虽然小，胡须却不短，不论遇见谁，总是喊妈咪。(猜一兽名),羊,猪,书,1
农历十五(猜一字),润,明,胖,3
弄璋之喜。(猜一古代哲人名),墨子,曾子,老子,2
老头脚上生头发，清早起来满地爬。(猜一器物),拖把,扫帚,抹布,2
连环车祸(猜一字),惨,轲,轰,3
脸皮厚厚，肚皮空空，碰见光棍，大叫咚咚。(猜一乐器),竖琴,锣,鼓,3
两撇小胡子，尖嘴小牙齿，贼头又贼脑，喜欢偷油吃。(猜一动物),蟑螂,壁虎,老鼠,3
两相好(猜一字),哥,姐,兄,1
两兄弟一样高，走路就打架，打架就舞刀。(猜一器物),美工刀,剪刀,刮胡刀,2
两人一般心(猜一字),患,惠,爱,1
灵瓮(猜一食品),红烧肉,鸡排,排骨,3
落照雁行斜(猜一字),是,事,示,1
聋人遇哑生(猜一字),写,比,批,3
绿色小姐，清清白白，站在路边当招牌，早上被人插进洞里来，下午马上生小孩。(猜一物名),垃圾桶,邮筒,门把,2
狗眼看人低(猜一字),大,犬,太,3
耕者有其田(猜一字),作,座,坐,3
孤山无人到，有庙无人家。 (猜一字),峙,寺,朝,1
谷粒(猜一字),祭,寄,季,3
闺中少妇(猜一字),哇,娲,娃,3
闺十二月(猜一台湾地名),安定,芳苑,双冬,3
观而不见(猜一字),獾,欢,欢,3
口若悬河，滔滔不绝。(猜一字),训,骂,板,1
看上去很美(猜一我国足球运动员),张泰山,张帅,朱木炎,2
孔雀收屏(猜一三国时代人名),关羽,曹操,赵云,1
黑白无常打屁(猜一成语),胡说八道,胡言乱语,鬼话连篇,3
黑线球，白线里，猜不出，看看我。(猜一人体器官),鼻子,眼睛,耳朵,2
好大的力气。(猜一字),勇,夯,壮,2
好的开始是成功的一半(猜一字),郎,娘,浪,1
忽然不见忽然有，像龙像虎又像狗，太阳出来它不怕，大风一吹就飞走。(猜一自然物),雪,云,烟,2
护身之符(猜一日常用品),卫生纸,抹布,衣服,1
华尔兹(猜电视节目主持人),澎恰恰,猪哥亮,胡瓜,1
火烧蜘蛛网 (猜一成语),一乾二净,一丝不挂,片甲不留,2
回家(猜一台湾地名),鹿港,嘉义,归来,3
会游泳的妈妈(猜一动物名),海豚,海獭,水母,3
红通通，满山红；做蜜饯，煮花茶，酸酸甜甜真好喝！（猜一花名）,金针花,洛神花,玫瑰花,2
红眼睛，白白袍，看见草就来吃。(猜一兽名),鼠,猫,兔,3
击鼓骂曹(猜一三国人名),华陀,凌操,夏侯惇,2
己午犯冲(猜一字),孩,刻,子,1
继富(猜一春秋人名),董仲舒,周丰,宋襄公,2
家住在大海，无形也无影，上岸见太阳，露出细白样。（猜一调味品）,糖,盐,醋,2
结了9次婚(猜一城市名),首尔,雪梨,巴黎,3
姊妹一样长，出入都成双，酸甜苦咸味，它们总先尝。(猜一用具),刀叉,筷子,汤匙,2
狡兔死走狗烹(猜一棒球术语),盗垒,三振,双杀,3
纠纠武夫(猜一水浒传人名),鲁达,武松,林冲,2
就近找帮手(猜一字),忙,侍,逝,3
今天(猜一国名),挪威,日本,南非,2
今朝一粒粒，来日万仓粮，春雨放晴后，农夫个个忙。(猜一鸟名),九官鸟,海鸥,布壳鸟,3
近期可生女(猜一外国地名),意大利,挪威,日内瓦,3
禁止放羊(猜一唐朝人名),李世民,杜牧,王之涣,2
江上作闲客(猜一禽鸟名),鸽子,老鹰,白鸥,3
殭尸寻人(猜一昆虫名),跳蚤,蟋蟀,蟑螂,1
降而生商(猜一字),宫,台,吕,1
七把刀。(猜一字),乱,切,砌,2
七日速变俏姿容(猜一影星名),章子怡,周迅,巩利,2
妻妾争孕(猜一汽车零件),轮胎,煞车皮,火星塞,1
其下十章(猜一字),音,章,喑,1
其身平薄气味最好(猜一鱼名),扁鱼,翻车鱼,鲶鱼,1
桥头水断流(猜一字),抒,疏,梳,3
秋的怀念(猜一国名),墨西哥,古巴,巴西,3
千里一线牵 (猜一字),重,中,众,1
千嘴难分诉(猜一字),恬,聒,话,3
牵牛星现日西沈(猜一字),甥,牧,牲,3
潜水艇(猜一春秋时代人名),周丰,沈犹行,董仲舒,2
禽(猜一成语),草薙禽狝,良禽择木,手到擒来,3
青藤挂满棚，结果像青龙，嫩时当菜吃，老了也有用。(猜一植物),丝瓜,木瓜,地瓜,1
娶了小老婆，跑了大老婆。（猜一四字成语）,欢喜至极,因小失大,乐极生悲,2
西妇(猜一字),要,帚,晒,1
稀希，稀奇，真稀奇，说话用肚皮。(猜一昆虫名),蝉,蟋蟀,螳螂,1
谢身而去(猜一字),讨,射,恭,1
小姐堂中坐，丫环立两旁，家无男儿汉，缘何贞节丧。(猜一字),袽,好,奸,3
小时兄弟多，老来各个窝，死而复活讨老婆，生出儿子一大群。(猜一昆虫名),蚕,毛毛虫,蚯蚓,1
小时四只脚，大时两只脚，等到老时三只脚。(猜一动物),兔子,蝌蚪,人,3
孝亲得美名(猜一兽名),猫,牛,羊,3
仙女下嫁 (猜一成语),仙女下凡,凡夫俗子,平易近人,2
相看两不厌(猜一鱼名),吴郭鱼,魟鱼,比目鱼,3
相思泪(猜一饮料名),西瓜汁,红豆汁,木瓜牛奶,2
像碗像锅像鸟窝。（猜一植物）,含羞草,鸟巢蕨,满江红,2
行至江东，子仪甘拜下风。(猜一鱼名),虱目鱼,白鲳鱼,吴郭鱼,3
幸运书生。（猜一国家名）,英格兰,瑞士,德国,2
玄德请二人到庄(猜2字古礼仪用语),备座,奉茶,入座,1
凶占灭顶(猜一字),摊,瘫,滩,3
直立一条河，风来不起波，跟着天气上下走，有水无舟是什么？(猜一物名),定时器,温度计,沙漏,2
这只狗真凶，头上两张嘴，你若猜得着，送只大香腿。(猜一字),哭,兽,器,1
这字不难猜，而且不分开。（猜一字）,且,面,韭,2
张尾圆似锦(猜一禽鸟名),啄木鸟,火鸡,孔雀,3
蛀齿(猜一字),穿,缺,龄,1
吃花卷(猜一字),卷,困,圈,3
茶几缝中藏一虫，七人头上草丛丛，大雨落在横山上，良朋一半不相逢。(猜一成语),风花雪月,风和日丽,风吹草动,1
臭豆腐（猜一歌手名）,蔡依林,张学友,莫文蔚,3
臣密言(猜一唐诗人名),杜甫,李白,韩愈,2
常在空中，来去匆匆，飘忽不定，无影无踪。(猜一自然物),阳光,风,雨,2
肠炎(猜一口语),一肚子火,火冒三丈,怒火中烧,1
成人尿布 (猜古代一头衔),包大人,包青天,九品芝麻官,1
秤。（猜一四字成语）,无理取闹,平分秋色,七上八下,2
楚霸王自刎(猜一字),皇,恭,翠,3
窗下乘风凉，忽见一大将，好像楚霸王，又像关云长。 （猜一字）,扇,枪,笔,1
虫入凤中凤去鸟 七人头上长鲜草 大雨落在横山上 半个朋友不见了（猜句成语）,风花雪月,狂风暴雨,虫鸣鸟叫,1
湿柴(猜一字),汁,杰,沐,3
十八姑娘一枝花(猜一成语),美轮美奂,金蝉脱壳,成人之美,3
是天不是天，是千不是千，八字在中间，日字在脚前。(猜一字),相,曝,昊,1
舌(猜成语一句),千口难分,百口莫辩,一口咬定,1
蛇行(猜一字),赶,趣,起,3
手足不分离(猜一字),捉,拙,踢,1
瘦而不病(猜一字),叟,健,搜,1
身体长的细又长，外表美丽黑心肠，上平下尖纸上爬，越爬越短心越伤。(猜一文具),原字笔,铅笔,荧光笔,2
身穿红衣裳，没事靠墙边，出了大灾祸，头下脚朝天。(猜一物名),消防栓,灭火器,沙漏,2
身穿五彩衣，树上筑窝巢。（猜一动物）,九官鸟,五色鸟,鹦鹉,2
身上洁白如玉，心中花花绿绿，白米面上打滚,清水里面沐浴(猜一食品名),麻糬,糯米肠,汤圆,3
身子里面空空洞洞而拥有五只手的是什么?(猜一物品),手套,袜子,气球,1
身残心不残(猜一字),惜,昔,息,3
上廿，下十八，中央廿七(猜一字),蓝,苛,叶,3
上二下三(猜一水浒传人名),鲁达,武松,宋江,3
生来有嘴有耳，但却没头没脚，没头倒戴帽子，有嘴不把话说。(猜一用具),茶杯,茶壶,花瓶,2
书吐圣人言(猜一兽名),麒麟,龙,独角兽,1
鼠不钻洞狗钻洞 (猜一字),突,哭,吠,1
蜀境霪雨(猜一人体器官),肝脏,淋巴,甲状腺,2
树上挂着一个碗，天天下雨盛不满。（猜常见自然景物）,树屋,鸟巢,树洞,2
树塞门(猜一字),栏,兰,闲,3
说出圆又圆，写出是九点(猜一字),芄,九,丸,3
水皱眉，树摇动，花弯腰，云逃走(猜一自然物),风,叶,雨,1
顺心如意。（猜一饮料）,爽健美茶,百事可乐,台湾啤酒,2
双木不成林(猜一字),相,森,晶,1
日在安定中 (猜一字),宴,晏,蛋,1
如箭在弦(猜一字),引,射,弩,1
紫花小小朵，幸运多多多。（猜一植物）,牵牛花,紫花酢浆草,紫娇花,2
自雍及绛命之曰泛舟之役 (猜一古代美人名),杨贵妃,貂蝉,西施,3
祖铺(猜一台湾地名),新竹,枫港,阿公店,3
左边六十，右边七十。(猜一字),耻,归,胡,1
嘴儿阔，眼珠凸，尾巴大小与身同，碧绿水草衬着它，真像一朵大红花。(猜一鱼名),金鱼,狮子鱼,灯龙鱼,1
最高指挥官(猜一动物),蟋蟀,蚱蜢,老鹰,1
慈悲为怀(猜一鱼名),鳝鱼,翻车鱼,吴郭鱼,1
此虫真稀奇，讲话用肚皮。(猜一昆虫名),蝉,麻雀,蟾蜍,1
蔡公去祭忠臣庙，此去金科脱了斗。曾子回家日落西，马到长安留四蹄。（猜一字）,苏,俗,花,1
草帽飞上天(猜一字),干,旱,早,3
凔桑(猜一水浒传人名),宋江,林冲,鲁智深,2
藏在高枝纵声响，也应回首顾螳螂。(猜一昆虫名),蝉,麻雀,金龟子,1
错了一半，用心弥补(猜一字),腊,昔,惜,3
寸阴是竞(猜一国名),阿根廷,比利时,意大利,2
司夜报晓更(猜一家禽名),鸡,鸭,猪,1
撕掉两边(猜一字),折,斯,其,3
四海无闲田(猜一字),颐,种,移,3
四结(猜一台湾地名),信义,鹿港,双连,3
三天。（猜一字）,品,晶,日,2
三根鸡毛飘飘飘，小孩和我开玩笑，把我踢来把我抛，弄得我昏头昏脑。(猜一运动器材),羽毛球,毽子,箭,2
三十六天罡，七十二地煞。(猜一字),韭,俳,菲,1
三人两口牵着一匹马(猜一字),笃,骑,验,3
三人共享一把伞，两人空手一人遮。(猜一字),徐,伞,宫,1
所仰望而终身也(猜一字),食,飸,饭,1
虽说它是马，不在路上跑，若是要看它，只有海中查。（猜一动物）,斑马,海马,河马,2
儿子生长(猜一水浒传人名),孙立,王英,石秀,1
二个细娇娘，身材一样长，惯和人亲嘴，滋味它先尝。(猜一用具),吸管,汤匙,筷子,3
二十一日来了一人，他要东风火烧曹兵。(猜一字),借,船,惜,1
二十一人赴墟，青草蓬下七人居，南山有犬不晓吠，单人独弓射双矢。(猜一成语),借花献佛,三心二意,一箭双鵰,1
二十一人小一点(猜一字),恭,维,玉,1
二人同日去看花，百友相逢共一家，禾火二人相对坐，夕阳桥下一对瓜。(猜四个字),菊兰梅竹,爱恨情仇,春夏秋冬,3
二月小 (猜一唐朝大臣名),赵匡胤,杜如晦,朱温,2
一百个耳朵。（猜一字）,听,陌,邮,2
一大一小，一跑一跳(猜一字),骑,骐,骚,3
一斗米 (猜一字),料,桶,粒,1
一朵芙蓉顶上栽，满身云锦不须裁，虽然不是英雄将，唤得千户万门开。(猜一家禽名),羊,狗,公鸡,3
一粒小红枣，身罩玻璃袄，体积虽不大，屋子装不了。(猜一用具),冰箱,电灯,玻璃柜,2
一路上有雨(猜一字),伞,霄,露,3
一路顺风。（猜中国东北港口城市名）,哈尔滨,旅顺,金石滩,2
一个大怪物，头上喷水柱，说它是鱼会吃奶，说它是兽水里住。( 猜一动物),鲸鱼,杀人鲸,海豚,1
一个人去参加比赛，但不能得第一名回来(猜一位现代电影导演),戴立忍,钮承泽,魏德圣,3
一个在白天，一个在晚上，白天热来，晚上凉。（猜一字）,昌,明,朋,2
一根木棍吊个方箱，一把梯子搭在中央。(猜一字),面,韭,且,1
一共五句话(猜一成语),七嘴八舌,一语道尽,三言两语,3
一口咬定(猜一字),交,洨,效,1
一家有七口，种田种一亩，自己吃不够，还养一条狗 (猜一字),兽,哭,刻,1
一家有三口。（猜一字）,区,板,品,2
一件衣服穿180年？ (猜一动物),袋鼠,食蚁兽,穿山甲,3
一曲高歌夕阳下 (猜一字),曹,嘈,槽,1
一去不回头。（猜一字）,跑,丢,美,2
一宅分为两院，五男一女成家，一时打得乱如麻，打到清明才停罢。(猜一用具),麻将,算盘,五子棋,2
一张大伞，飘在空中，落到地上，跳出英雄。(猜一物名),飞行伞,降落伞,滑翔翼,2
一虫千万万尾 (猜一字),禹,偶,寓,1
一时半刻(猜一字),童,孩,儿,2
一生造化惟安命(猜一禽鸟名),信天翁,白鹭鸶,九官鸟,1
一人在内(猜一字),肉,内,瘸,1
一字没手又没脚，牙齿长在耳朵旁，一看就知不正派，最好赶快改过来。（猜一字）,恶,邪,坏,2
一字十三点，四书任你拣，颜回问孔子，孔子翻白眼 (猜一字),汁,沐,渔,1
一座长桥梁，高挂在天空，七彩耀人眼，无人能走到。(猜一自然物),太阳,彩虹,云海,2
一寸矮人(猜一字),射,矮,儿,1
一一如一，一二如二，二二如四，四下五除一。(猜一动物),青蛙,蝌蚪,蟾蜍,1
已经不是小孩子了(猜一韩剧名),个人取向,宫 野蛮王妃,大长今,3
夜行(猜一字),出,绌,黜,3
咬文嚼字非书呆 (猜一动物名),蠹虫,白蚁,蛔虫,1
要玩它才买它，买了它却打它。(猜一乐器),吉他,鼓,琵琶,2
邮差(猜一世界科学家人名),达尔文,爱因斯坦,爱迪生,1
游泳比赛 (猜一成语),穿金戴银,日争上游,虚华不实,2
有它可看千里外(猜一物名),老花眼镜,望远镜,透视镜,2
有家归不得(猜一台湾地名),石门,金山,望乡,3
有耳能听到，有口能请教，有手能摸索，有心就烦恼(猜一字),洞,窗,门,3
羊大(猜一台湾地名),罗东,秀峰,和美,3
阳光的故乡。（猜一国家名）,夏威夷,日本,英国,2
养犬风气盛(猜一食品),热狗,大亨堡,糯米肠,1
英雄美人 (猜一字),娥,俄,我,1
无头无尾(猜一字),兔,熊,鱼,3
无嘴会说话，没手会摇铃，相隔数千里，口音还很清。(猜一物品),喇叭,电话,无线电,2
无恻隐之心(猜一字),萴,责,则,3
无欲速(猜一春秋人名),徐达,齐桓公,管仲,1
武大郎盛情宴请好友(猜一成语),座无虚席,门去楼空,高朋满座,3
武松技诸葛计(猜一成语),自不量力,从长计议,精打细算,3
挖左边，补右边。（猜一字）,补,捕,埔,2
我骗你，你骗我。（猜一四字成语）,自欺欺人,尔虞我诈,针锋相对,2
我的故乡(猜一字),冶,埜,野,3
卧倒 (猜一成语),甘拜下风,五体投地,匍匐前进,2
外表如白雪，肚里一团黑，从来不偷窃，硬说他是贼。（猜一动物名）,章鱼,乌贼,螃蟹,2
弯弯墙头，大大门楼锁，娘子出动，伞子遮顶。(猜一昆虫名),虾,螃蟹,田螺,3
晚有儿媳(猜一外国民俗人物),青蜂侠,圣诞老人,木乃伊,2
文王既没(猜一唐朝人名),隆基,武承嗣,红拂,2
王大姐头上插朵花(猜一字),玉,羊,美,3
忘不了脱牙之事(猜一四字成语),没齿难忘,唇红齿白,张牙五爪,1
雨后又见月当头(猜一字),云,霸,霄,3
与人齐行，相委而去。(猜一字),俳,排,信,1
欲岭上孤庙话无言听流水(猜一字),活,恬,汜,1
御林军(猜一昆虫名),蛾,老鼠,壁虎,3
远看像座桥，近看像排房，头上冒黑烟，脚下雷声响(猜一交通工具),蒸汽火车,航空母舰,轰炸机,1
愿入荒林探险(猜一美国人名),肯尼迪,林肯,布什,2
用汝作盐梅(猜一古人名),房玄龄,易和,魏征,2
一针见血(猜一字),却,闵,皿,3
八口之家(猜一字),指,器,只,3
把眼前的树放在心上(猜一字),相,湘,想,3
白了少年头(猜一成语),勤奋不懈,未老先衰,少年得志,2
白公鸡(猜一字),息,习,惜,2
标准国语(猜一字),评,坪,萍,1
不打不相识(猜二字称谓),战友,仇人,邻居,1
不上不下，不歪不正(猜一字),倒,斜,卡,3
盼望十二月(猜一国名),意大利,俄罗斯,希腊,3
飘飘何所似(猜一运动器材),回力镖,飞盘,遥控飞机　,2
平均地权(猜一字),座,坐,祚,2
马路何所似(猜一人体部位名),虎口,喉结,脊椎,1
卖身契(猜一字),盛,胜,契,2
朦胧山岳(猜一台湾地名),梨山,巨峰,雾峰,3
明月半边天(猜一字),有,友,悔,1
非其罪也(猜一字),误,冏,四,3
风吹皮皱，落雨生疮，可以生食，可以烧汤(猜一字),火,风,水,3
大口小口(猜一字),日,月,回,3
大一大二大三(猜一军职称谓),班长,连长,士官长,2
呆头呆脑(猜一国名),立陶宛,土耳其,西班牙,2
点点是黄金(猜一字),荃,奎,全,3
她与我(猜一字),情,俩,恨,2
台湾最硬的门(猜一台湾地名),关山,龙洞,石门,3
头在海里游泳，尾在天上发光(猜一字）,鲁,掳,卤,1
探望杜鹃窝(猜一生物科人体名词),脑神经,脊髓,视神经,3
同胞兄弟(猜一字),拙,捉,棹,2
你知我知 (猜一通俗语),他知,天知地知,天晓得,3
你朝我直瞪眼，我戮你一指头，痛得你吱吱叫，主人立刻赶到(猜一用品名),门铃,手机,喇叭,1
老猪在前面开路(猜一成语),一路顺畅,引以为戒,耐人寻味,2
两口不分开(猜一字),日,亲,月,1
两山相对又相连，中有危峰插碧天(猜一字),由,山,曲,1
两扇黑大门，中间一个小白人(猜一食品),花生　,菱角,瓜子,3
两次遭遇夺冠军(猜一娱乐工具),云霄飞车,小火车,碰碰车,3
露马脚(猜一字),风,水,火,3
锣锅判案(猜一外国电影名),明天过后,断背山　,不可能的任务,2
龙井(猜一台湾地名),王田,北斗,关庙,1
吕(猜一台湾地名),下营,林内,楠梓,1
谷物大丰收(猜一字),科,岁,移,3
关公兵败走麦城(猜一字),慧,翠,斐,2
弓箭带弦(猜一字),弹,引,张,2
看看确实无人听，听听却是有人，来去遵守时间，远近长短分明(猜一物名),红绿灯,无线电,收音机,3
后(猜一好男人口头禅),男士抢先,礼让老弱妇孺,女士优先,3
鸡告状(猜一字),库,酷,挎,2
家中信(猜一字),飨,响,饷,2
久旱恰逢及时雨(猜一河名),黑龙江,黄河,长江,3
进入网络世界要小心(猜一人体器官),甲状腺,摄护腺,肾上腺,3
君子出仕(猜一字),管,刘,管,1
七月秋先至(猜一水果名),莲雾,西瓜,番石榴,2
气球升空(猜一成语),飘飘欲仙,不翼而飞,一鸣惊人,2
千山鸟飞绝(猜一成语),一鸣惊人,鸦雀无声,锣鼓喧天,2
穷汉不肯卖铺(猜一三国人名),张飞,关羽,刘备,3
下笔千万言(猜一字),够,购,垢,1
小(猜一台湾地名),景尾,水上,平镇,1
先天不足(猜一字),猪,朱,诸,2
先兆丰年(猜一字),奓,移,怡,2
序跋之间(猜一字),政,郑,证,1
胸前玉坠(猜一交通号志),路面高突,当心落石,右侧断崖,2
挣多少、花多少(猜一成语),入不敷出,量入为出,本末倒置,2
竹门关日(猜一字),间,简,筑,2
中人(猜一字),偅,尖,仲,3
中午停业(猜一中国大陆安徽省地名),正阳关,合肥,淮南,1
长安，不是永和(猜一台湾地名),永康,暖暖,福隆,1
常常是陈货(猜一成语),汰旧换新,屡见不鲜,难得一见,2
垂钓坐了一整天(猜一数学名词),乘号,函数,等于,3
传教士(猜一字),注,注,驻,2
春和秋都不热(猜一字),秦,魏,元,1
春秋更迭(猜一食材),芋圆,白木耳,花生,2
窗前一叶落(猜一犬种名),腊肠,秋田,科基,2
施以炮烙之刑(猜一菜肴名),红烧肉,咸猪肉,烤乳猪,1
十拿九稳(猜一成语),事业有成,一事无成,一夕致富,2
十五天(猜一字),胖,肥,朋,1
示(猜一台湾地名),社边,新化,西螺,1
是非题只会答是(猜一生物科仪器名词),冷光仪,光谱,光圈,3
视马如神(猜一字),惊,骐,麒,1
射(猜一字),拙,择,濯,1
生在高州，流落名州，盐运司打死，布政司出头(猜一食物),皮蛋,泡菜,豆腐,3
双月合一(猜一字),明,朋,用,3
人与鬼合作(猜一字),傀,搜,魁,1
仁智之乐(猜一字),扇,善,汕,3
昨日不可留(猜一字),诈,炸,乍,3
左边是绿，右边是红，右边怕水，左边怕虫(猜一字),秋,邱,坵,1
左打右和(猜一字),扣,采,叩,1
左一片，右一片，到老看不见。(猜一人体部位),肺,鼻子,耳朵,3
最细的针(猜一成语),无法无天,无孔不入,身无长物,2
此字虽大只半边，小口居然在下边(猜一字),囿,佑,右,3
曹操罢了(猜一人名),爱迪生,拿破仑,门德尔,3
残月孤灯(猜一字),煮,炙,焚,2
四张嘴的狗(猜一字),兽,哭,器,3
四川小姐(猜一交通设施),斑马线,天桥,地下道,3
四四方方，又白又光，姑娘请它，清洁衣裳(猜一物名),毛巾,刷子　,肥皂,3
二点水 (猜一字),永,水,冰,3
二君子(猜一字),筑,竺,筑,2
一斗谷(猜一字),麦,科,荷,2
一肚子气，气得他团团转。(猜一器物),打火机,热气球,走马灯,3
一牛两尾(猜一字),施,师,失　,3
一见人就笑(猜一字),筑,筑,竺,3
一桥飞架南北(猜一字),工,公,供,1
一千人(猜一字),何,万,禾,3
一只怪物三只眼，一天到晚在外边，过马路要转弯，都得看他一眼(猜一交通设施名),红绿灯,公车站,斑马线,1
一十二点正当中，吾家有女初长成，口边说出女儿愿，佳音之下吐心声(猜四字),岁岁平安,恭喜发财,平安如意,3
一索二索三索四索六索七索八索九索(猜一成语),无所不在,七下八上,无影无踪,1
一又七分之一(猜一字),片,遍,半,1
一阴一阳，一短一长，一昼一夜，合为一双(猜一字),明,朋,品,1
有城无墙没房子，有山无名也没泥，有路不见车往来，有河无水也没鱼。(猜一物名),画,书,地图,3
幼而无父(猜一食品),花生,牛肉干,瓜子,3
因小失大(猜一字),口,悔,困,1
五颜六色漆屋顶(猜一日本艺人名),北川景子,上户彩,苍井优,2
为何用秤(猜一成语),半斤八两,不知轻重,一语成谶,2
为情伤风(猜一病名),破伤风,艾滋病,心脏病,2
欲射苦无箭(猜一字),弹,擅,讨,1
用兵日久(猜一职业),司机,工程师,老师,3